variable,tipo de variable,
"PNG,.bonds..NFL,.current.US$.",External.Debt,
"PNG,.commercial.banks.and.other.creditors..NFL,.current.US$.",External.Debt,
"PPG,.IBRD..DOD,.current.US$.",External.Debt,
"PPG,.IDA..DOD,.current.US$.",External.Debt,
"PPG,.bonds..NFL,.current.US$.",External.Debt,
"PPG,.commercial.banks..NFL,.current.US$.",External.Debt,
"PPG,.official.creditors..NFL,.current.US$.",External.Debt,
"PPG,.other.private.creditors..NFL,.current.US$.",External.Debt,
"PPG,.private.creditors..NFL,.current.US$.",External.Debt,
"Personal.remittances,.received..current.US$.",External.Debt,
"Portfolio.equity,.net.inflows..BoP,.current.US$.",External.Debt,
"Portfolio.investment,.bonds..PPG.+.PNG...NFL,.current.US$.",External.Debt,
Present.value.of.external.debt....of.GNI.,External.Debt,
"Present.value.of.external.debt....of.exports.of.goods,.services.and.primary.income.",External.Debt,
Present.value.of.external.debt..current.US$.,External.Debt,
Public.and.publicly.guaranteed.debt.service....of.GNI.,External.Debt,
"Public.and.publicly.guaranteed.debt.service....of.exports.of.goods,.services.and.primary.income.",External.Debt,
"Short.term.debt....of.exports.of.goods,.services.and.primary.income.",External.Debt,
Short.term.debt....of.total.external.debt.,External.Debt,
Short.term.debt....of.total.reserves.,External.Debt,
"Technical.cooperation.grants..BoP,.current.US$.",External.Debt,
Total.debt.service....of.GNI.,External.Debt,
"Total.debt.service....of.exports.of.goods,.services.and.primary.income.",External.Debt,
Total.reserves....of.total.external.debt.,External.Debt,
"Total.reserves..includes.gold,.current.US$.",External.Debt,
Total.reserves.in.months.of.imports,External.Debt,
"Use.of.IMF.credit..DOD,.current.US$.",External.Debt,
,,
,,
,,
,,
,,
Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider....of.population.ages.15+.,Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.female....of.population.ages.15+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.male....of.population.ages.15+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.older.adults....of.population.ages.25+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.poorest.40.....of.population.ages.15+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.primary.education.or.less....of.population.ages.15+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.richest.60.....of.population.ages.15+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.secondary.education.or.more....of.population.ages.15+.",Financial.Sector,
"Account.ownership.at.a.financial.institution.or.with.a.mobile.money.service.provider,.young.adults....of.population.ages.15.24.",Financial.Sector,
"Automated.teller.machines..ATMs...per.100,000.adults.",Financial.Sector,
Average.transaction.cost.of.sending.remittances.from.a.specific.country....,Financial.Sector,
Average.transaction.cost.of.sending.remittances.to.a.specific.country....,Financial.Sector,
Bank.capital.to.assets.ratio....,Financial.Sector,
Bank.liquid.reserves.to.bank.assets.ratio....,Financial.Sector,
Bank.nonperforming.loans.to.total.gross.loans....,Financial.Sector,
"Borrowers.from.commercial.banks..per.1,000.adults.",Financial.Sector,
Broad.money....of.GDP.,Financial.Sector,
Broad.money..current.LCU.,Financial.Sector,
Broad.money.growth..annual...,Financial.Sector,
Broad.money.to.total.reserves.ratio,Financial.Sector,
Claims.on.central.government..annual.growth.as...of.broad.money.,Financial.Sector,
"Claims.on.central.government,.etc.....GDP.",Financial.Sector,
Claims.on.other.sectors.of.the.domestic.economy....of.GDP.,Financial.Sector,
Claims.on.other.sectors.of.the.domestic.economy..annual.growth.as...of.broad.money.,Financial.Sector,
Claims.on.private.sector..annual.growth.as...of.broad.money.,Financial.Sector,
"Commercial.bank.branches..per.100,000.adults.",Financial.Sector,
Consumer.price.index..2010...100.,Financial.Sector,
DEC.alternative.conversion.factor..LCU.per.US$.,Financial.Sector,
Deposit.interest.rate....,Financial.Sector,
"Depositors.with.commercial.banks..per.1,000.adults.",Financial.Sector,
Depth.of.credit.information.index..0.low.to.8.high.,Financial.Sector,
Domestic.credit.provided.by.financial.sector....of.GDP.,Financial.Sector,
Domestic.credit.to.private.sector....of.GDP.,Financial.Sector,
Domestic.credit.to.private.sector.by.banks....of.GDP.,Financial.Sector,
"Foreign.direct.investment,.net..BoP,.current.US$.",Financial.Sector,
"Foreign.direct.investment,.net.inflows....of.GDP.",Financial.Sector,
"Foreign.direct.investment,.net.inflows..BoP,.current.US$.",Financial.Sector,
"Foreign.direct.investment,.net.outflows....of.GDP.",Financial.Sector,
"Foreign.direct.investment,.net.outflows..BoP,.current.US$.",Financial.Sector,
GDP.deflator:.linked.series..base.year.varies.by.country.,Financial.Sector,
"Inflation,.GDP.deflator:.linked.series..annual...",Financial.Sector,
"Inflation,.consumer.prices..annual...",Financial.Sector,
"Interest.rate.spread..lending.rate.minus.deposit.rate,...",Financial.Sector,
International.migrant.stock....of.population.,Financial.Sector,
"International.migrant.stock,.total",Financial.Sector,
Lending.interest.rate....,Financial.Sector,
"Listed.domestic.companies,.total",Financial.Sector,
Market.capitalization.of.listed.domestic.companies....of.GDP.,Financial.Sector,
Market.capitalization.of.listed.domestic.companies..current.US$.,Financial.Sector,
Monetary.Sector.credit.to.private.sector....GDP.,Financial.Sector,
Net.domestic.credit..current.LCU.,Financial.Sector,
Net.foreign.assets..current.LCU.,Financial.Sector,
Net.migration,Financial.Sector,
"Official.exchange.rate..LCU.per.US$,.period.average.",Financial.Sector,
"Personal.remittances,.paid..current.US$.",Financial.Sector,
"Personal.remittances,.received....of.GDP.",Financial.Sector,
"Personal.remittances,.received..current.US$.",Financial.Sector,
"Personal.transfers,.receipts..BoP,.current.US$.",Financial.Sector,
"Portfolio.Investment,.net..BoP,.current.US$.",Financial.Sector,
"Portfolio.equity,.net.inflows..BoP,.current.US$.",Financial.Sector,
"Portfolio.investment,.bonds..PPG.+.PNG...NFL,.current.US$.",Financial.Sector,
Private.credit.bureau.coverage....of.adults.,Financial.Sector,
Public.credit.registry.coverage....of.adults.,Financial.Sector,
Real.effective.exchange.rate.index..2010...100.,Financial.Sector,
Real.interest.rate....,Financial.Sector,
"Risk.premium.on.lending..lending.rate.minus.treasury.bill.rate,...",Financial.Sector,
S.P.Global.Equity.Indices..annual...change.,Financial.Sector,
"Stocks.traded,.total.value....of.GDP.",Financial.Sector,
"Stocks.traded,.total.value..current.US$.",Financial.Sector,
"Stocks.traded,.turnover.ratio.of.domestic.shares....",Financial.Sector,
Strength.of.legal.rights.index..0.weak.to.12.strong.,Financial.Sector,
Total.reserves....of.total.external.debt.,Financial.Sector,
"Total.reserves..includes.gold,.current.US$.",Financial.Sector,
Total.reserves.in.months.of.imports,Financial.Sector,
Total.reserves.minus.gold..current.US$.,Financial.Sector,
Wholesale.price.index..2010...100.,Financial.Sector,
,,
,,
,,
,,
,,
"Adjusted.net.enrollment.rate,.primary,.female....of.primary.school.age.children.",Gender,
"Adjusted.net.enrollment.rate,.primary,.male....of.primary.school.age.children.",Gender,
"Adolescent.fertility.rate..births.per.1,000.women.ages.15.19.",Gender,
Births.attended.by.skilled.health.staff....of.total.,Gender,
"Child.employment.in.agriculture,.female....of.female.economically.active.children.ages.7.14.",Gender,
"Child.employment.in.agriculture,.male....of.male.economically.active.children.ages.7.14.",Gender,
"Child.employment.in.manufacturing,.female....of.female.economically.active.children.ages.7.14.",Gender,
"Child.employment.in.manufacturing,.male....of.male.economically.active.children.ages.7.14.",Gender,
"Child.employment.in.services,.female....of.female.economically.active.children.ages.7.14.",Gender,
"Child.employment.in.services,.male....of.male.economically.active.children.ages.7.14.",Gender,
"Children.in.employment,.female....of.female.children.ages.7.14.",Gender,
"Children.in.employment,.male....of.male.children.ages.7.14.",Gender,
"Children.in.employment,.study.and.work,.female....of.female.children.in.employment,.ages.7.14.",Gender,
"Children.in.employment,.study.and.work,.male....of.male.children.in.employment,.ages.7.14.",Gender,
"Children.in.employment,.work.only,.female....of.female.children.in.employment,.ages.7.14.",Gender,
"Children.in.employment,.work.only,.male....of.male.children.in.employment,.ages.7.14.",Gender,
"Children.out.of.school,.primary,.female",Gender,
"Children.out.of.school,.primary,.male",Gender,
"Condom.use,.population.ages.15.24,.female....of.females.ages.15.24.",Gender,
"Condom.use,.population.ages.15.24,.male....of.males.ages.15.24.",Gender,
"Contraceptive.prevalence,.any.method....of.married.women.ages.15.49.",Gender,
"Contributing.family.workers,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Contributing.family.workers,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Educational.attainment,.Doctoral.or.equivalent,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.Doctoral.or.equivalent,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.Doctoral.or.equivalent,.population.25+,.total......cumulative.",Gender,
"Educational.attainment,.at.least.Bachelor's.or.equivalent,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.at.least.Bachelor's.or.equivalent,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.at.least.Bachelor's.or.equivalent,.population.25+,.total......cumulative.",Gender,
"Educational.attainment,.at.least.Master's.or.equivalent,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.at.least.Master's.or.equivalent,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.at.least.Master's.or.equivalent,.population.25+,.total......cumulative.",Gender,
"Educational.attainment,.at.least.completed.lower.secondary,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.at.least.completed.lower.secondary,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.at.least.completed.lower.secondary,.population.25+,.total......cumulative.",Gender,
"Educational.attainment,.at.least.completed.post.secondary,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.at.least.completed.post.secondary,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.at.least.completed.post.secondary,.population.25+,.total......cumulative.",Gender,
"Educational.attainment,.at.least.completed.primary,.population.25+.years,.female......cumulative.",Gender,
"Educational.attainment,.at.least.completed.primary,.population.25+.years,.male......cumulative.",Gender,
"Educational.attainment,.at.least.completed.primary,.population.25+.years,.total......cumulative.",Gender,
"Educational.attainment,.at.least.completed.short.cycle.tertiary,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.at.least.completed.short.cycle.tertiary,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.at.least.completed.short.cycle.tertiary,.population.25+,.total......cumulative.",Gender,
"Educational.attainment,.at.least.completed.upper.secondary,.population.25+,.female......cumulative.",Gender,
"Educational.attainment,.at.least.completed.upper.secondary,.population.25+,.male......cumulative.",Gender,
"Educational.attainment,.at.least.completed.upper.secondary,.population.25+,.total......cumulative.",Gender,
"Employers,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Employers,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Employment.in.agriculture,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Employment.in.agriculture,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Employment.in.industry,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Employment.in.industry,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Employment.in.services,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Employment.in.services,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Employment.to.population.ratio,.15+,.female......modeled.ILO.estimate.",Gender,
"Employment.to.population.ratio,.15+,.male......modeled.ILO.estimate.",Gender,
"Employment.to.population.ratio,.ages.15.24,.female......modeled.ILO.estimate.",Gender,
"Employment.to.population.ratio,.ages.15.24,.male......modeled.ILO.estimate.",Gender,
Female.headed.households....of.households.with.a.female.head.,Gender,
"Fertility.rate,.total..births.per.woman.",Gender,
Firms.with.female.participation.in.ownership....of.firms.,Gender,
Firms.with.female.top.manager....of.firms.,Gender,
"Gross.intake.ratio.in.first.grade.of.primary.education,.female....of.relevant.age.group.",Gender,
"Gross.intake.ratio.in.first.grade.of.primary.education,.male....of.relevant.age.group.",Gender,
"Labor.force.participation.rate,.female....of.female.population.ages.15+...modeled.ILO.estimate.",Gender,
"Labor.force.participation.rate,.male....of.male.population.ages.15+...modeled.ILO.estimate.",Gender,
"Labor.force,.female....of.total.labor.force.",Gender,
"Life.expectancy.at.birth,.female..years.",Gender,
"Life.expectancy.at.birth,.male..years.",Gender,
Lifetime.risk.of.maternal.death....,Gender,
Lifetime.risk.of.maternal.death..1.in:.rate.varies.by.country.,Gender,
"Literacy.rate,.adult.female....of.females.ages.15.and.above.",Gender,
"Literacy.rate,.adult.male....of.males.ages.15.and.above.",Gender,
"Literacy.rate,.youth..ages.15.24.,.gender.parity.index..GPI.",Gender,
"Literacy.rate,.youth.female....of.females.ages.15.24.",Gender,
"Literacy.rate,.youth.male....of.males.ages.15.24.",Gender,
"Maternal.mortality.ratio..modeled.estimate,.per.100,000.live.births.",Gender,
"Maternal.mortality.ratio..national.estimate,.per.100,000.live.births.",Gender,
"Mortality.rate,.adult,.female..per.1,000.female.adults.",Gender,
"Mortality.rate,.adult,.male..per.1,000.male.adults.",Gender,
"Net.intake.rate.in.grade.1,.female....of.official.school.age.population.",Gender,
"Net.intake.rate.in.grade.1,.male....of.official.school.age.population.",Gender,
"Part.time.employment,.female....of.total.female.employment.",Gender,
"Part.time.employment,.male....of.total.male.employment.",Gender,
"Persistence.to.grade.5,.female....of.cohort.",Gender,
"Persistence.to.grade.5,.male....of.cohort.",Gender,
"Persistence.to.last.grade.of.primary,.female....of.cohort.",Gender,
"Persistence.to.last.grade.of.primary,.male....of.cohort.",Gender,
Pregnant.women.receiving.prenatal.care....,Gender,
"Prevalence.of.HIV,.female....ages.15.24.",Gender,
"Prevalence.of.HIV,.male....ages.15.24.",Gender,
"Prevalence.of.current.tobacco.use,.females....of.female.adults.",Gender,
"Prevalence.of.current.tobacco.use,.males....of.male.adults.",Gender,
"Prevalence.of.underweight,.weight.for.age,.female....of.children.under.5.",Gender,
"Prevalence.of.underweight,.weight.for.age,.male....of.children.under.5.",Gender,
"Primary.completion.rate,.female....of.relevant.age.group.",Gender,
"Primary.completion.rate,.male....of.relevant.age.group.",Gender,
"Primary.education,.pupils....female.",Gender,
"Primary.education,.teachers....female.",Gender,
"Progression.to.secondary.school,.female....",Gender,
"Progression.to.secondary.school,.male....",Gender,
Proportion.of.seats.held.by.women.in.national.parliaments....,Gender,
"Proportion.of.time.spent.on.unpaid.domestic.and.care.work,.female....of.24.hour.day.",Gender,
"Proportion.of.time.spent.on.unpaid.domestic.and.care.work,.male....of.24.hour.day.",Gender,
Proportion.of.women.subjected.to.physical.and/or.sexual.violence.in.the.last.12.months....of.ever.partnered.women.ages.15.49.,Gender,
"Repeaters,.primary,.female....of.female.enrollment.",Gender,
"Repeaters,.primary,.male....of.male.enrollment.",Gender,
"School.enrollment,.preprimary,.female....gross.",Gender,
"School.enrollment,.preprimary,.male....gross.",Gender,
"School.enrollment,.primary..gross.,.gender.parity.index..GPI.",Gender,
"School.enrollment,.primary.and.secondary..gross.,.gender.parity.index..GPI.",Gender,
"School.enrollment,.primary,.female....gross.",Gender,
"School.enrollment,.primary,.female....net.",Gender,
"School.enrollment,.primary,.male....gross.",Gender,
"School.enrollment,.primary,.male....net.",Gender,
"School.enrollment,.secondary..gross.,.gender.parity.index..GPI.",Gender,
"School.enrollment,.secondary,.female....gross.",Gender,
"School.enrollment,.secondary,.female....net.",Gender,
"School.enrollment,.secondary,.male....gross.",Gender,
"School.enrollment,.secondary,.male....net.",Gender,
"School.enrollment,.tertiary..gross.,.gender.parity.index..GPI.",Gender,
"School.enrollment,.tertiary,.female....gross.",Gender,
"School.enrollment,.tertiary,.male....gross.",Gender,
"Secondary.education,.general.pupils....female.",Gender,
"Secondary.education,.pupils....female.",Gender,
"Secondary.education,.teachers....female.",Gender,
"Secondary.education,.vocational.pupils....female.",Gender,
"Self.employed,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Self.employed,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Survival.to.age.65,.female....of.cohort.",Gender,
"Survival.to.age.65,.male....of.cohort.",Gender,
Teenage.mothers....of.women.ages.15.19.who.have.had.children.or.are.currently.pregnant.,Gender,
"Trained.teachers.in.primary.education,.female....of.female.teachers.",Gender,
"Trained.teachers.in.primary.education,.male....of.male.teachers.",Gender,
"Unemployment,.female....of.female.labor.force...modeled.ILO.estimate.",Gender,
"Unemployment,.male....of.male.labor.force...modeled.ILO.estimate.",Gender,
"Unemployment,.youth.female....of.female.labor.force.ages.15.24...modeled.ILO.estimate.",Gender,
"Unemployment,.youth.male....of.male.labor.force.ages.15.24...modeled.ILO.estimate.",Gender,
"Vulnerable.employment,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Vulnerable.employment,.male....of.male.employment...modeled.ILO.estimate.",Gender,
"Wage.and.salaried.workers,.female....of.female.employment...modeled.ILO.estimate.",Gender,
"Wage.and.salaried.workers,.male....of.male.employment...modeled.ILO.estimate.",Gender,
Wanted.fertility.rate..births.per.woman.,Gender,
Women.Business.and.the.Law.Index.Score..scale.1.100.,Gender,
"Women.making.their.own.informed.decisions.regarding.sexual.relations,.contraceptive.use.and.reproductive.health.care....of.women.age.15.49.",Gender,
"Women.participating.in.the.three.decisions..own.health.care,.major.household.purchases,.and.visiting.family.....of.women.age.15.49.",Gender,
Women.who.believe.a.husband.is.justified.in.beating.his.wife..any.of.five.reasons.....,Gender,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.argues.with.him....,Gender,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.burns.the.food....,Gender,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.goes.out.without.telling.him....,Gender,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.neglects.the.children....,Gender,
Women.who.believe.a.husband.is.justified.in.beating.his.wife.when.she.refuses.sex.with.him....,Gender,
Women.who.were.first.married.by.age.15....of.women.ages.20.24.,Gender,
Women.who.were.first.married.by.age.18....of.women.ages.20.24.,Gender,
Women's.share.of.population.ages.15+.living.with.HIV....,Gender,
,,
,,
,,
,,
,,
ARI.treatment....of.children.under.5.taken.to.a.health.provider.,Health,
"Adolescent.fertility.rate..births.per.1,000.women.ages.15.19.",Health,
Adults..ages.15+..and.children..ages.0.14..newly.infected.with.HIV,Health,
Adults..ages.15.49..newly.infected.with.HIV,Health,
Age.dependency.ratio....of.working.age.population.,Health,
"Age.dependency.ratio,.old....of.working.age.population.",Health,
"Age.dependency.ratio,.young....of.working.age.population.",Health,
Antiretroviral.therapy.coverage....of.people.living.with.HIV.,Health,
Antiretroviral.therapy.coverage.for.PMTCT....of.pregnant.women.living.with.HIV.,Health,
"Birth.rate,.crude..per.1,000.people.",Health,
Births.attended.by.skilled.health.staff....of.total.,Health,
"Cause.of.death,.by.communicable.diseases.and.maternal,.prenatal.and.nutrition.conditions....of.total.",Health,
"Cause.of.death,.by.injury....of.total.",Health,
"Cause.of.death,.by.non.communicable.diseases....of.total.",Health,
Children..0.14..living.with.HIV,Health,
Children..ages.0.14..newly.infected.with.HIV,Health,
Children.with.fever.receiving.antimalarial.drugs....of.children.under.age.5.with.fever.,Health,
"Community.health.workers..per.1,000.people.",Health,
Completeness.of.birth.registration....,Health,
"Completeness.of.birth.registration,.female....",Health,
"Completeness.of.birth.registration,.male....",Health,
"Completeness.of.birth.registration,.rural....",Health,
"Completeness.of.birth.registration,.urban....",Health,
Completeness.of.death.registration.with.cause.of.death.information....,Health,
"Condom.use,.population.ages.15.24,.female....of.females.ages.15.24.",Health,
"Condom.use,.population.ages.15.24,.male....of.males.ages.15.24.",Health,
Consumption.of.iodized.salt....of.households.,Health,
"Contraceptive.prevalence,.any.method....of.married.women.ages.15.49.",Health,
"Contraceptive.prevalence,.any.modern.method....of.married.women.ages.15.49.",Health,
Current.health.expenditure....of.GDP.,Health,
Current.health.expenditure.per.capita..current.US$.,Health,
"Current.health.expenditure.per.capita,.PPP..current.international.$.",Health,
"Death.rate,.crude..per.1,000.people.",Health,
Demand.for.family.planning.satisfied.by.modern.methods....of.married.women.with.demand.for.family.planning.,Health,
Diabetes.prevalence....of.population.ages.20.to.79.,Health,
Diarrhea.treatment....of.children.under.5.receiving.oral.rehydration.and.continued.feeding.,Health,
Diarrhea.treatment....of.children.under.5.who.received.ORS.packet.,Health,
Domestic.general.government.health.expenditure....of.GDP.,Health,
Domestic.general.government.health.expenditure....of.current.health.expenditure.,Health,
Domestic.general.government.health.expenditure....of.general.government.expenditure.,Health,
Domestic.general.government.health.expenditure.per.capita..current.US$.,Health,
"Domestic.general.government.health.expenditure.per.capita,.PPP..current.international.$.",Health,
Domestic.private.health.expenditure....of.current.health.expenditure.,Health,
Domestic.private.health.expenditure.per.capita..current.US$.,Health,
"Domestic.private.health.expenditure.per.capita,.PPP..current.international.$.",Health,
Exclusive.breastfeeding....of.children.under.6.months.,Health,
External.health.expenditure....of.current.health.expenditure.,Health,
External.health.expenditure.per.capita..current.US$.,Health,
"External.health.expenditure.per.capita,.PPP..current.international.$.",Health,
Female.genital.mutilation.prevalence....,Health,
Female.headed.households....of.households.with.a.female.head.,Health,
"Fertility.rate,.total..births.per.woman.",Health,
"Hospital.beds..per.1,000.people.",Health,
"Immunization,.DPT....of.children.ages.12.23.months.",Health,
"Immunization,.HepB3....of.one.year.old.children.",Health,
"Immunization,.measles....of.children.ages.12.23.months.",Health,
"Incidence.of.HIV,.ages.15.24..per.1,000.uninfected.population.ages.15.24.",Health,
"Incidence.of.HIV,.ages.15.49..per.1,000.uninfected.population.ages.15.49.",Health,
"Incidence.of.HIV,.all..per.1,000.uninfected.population.",Health,
"Incidence.of.malaria..per.1,000.population.at.risk.",Health,
"Incidence.of.tuberculosis..per.100,000.people.",Health,
Increase.in.poverty.gap.at.$1.90..$.2011.PPP..poverty.line.due.to.out.of.pocket.health.care.expenditure....of.poverty.line.,Health,
Increase.in.poverty.gap.at.$1.90..$.2011.PPP..poverty.line.due.to.out.of.pocket.health.care.expenditure..USD.,Health,
Increase.in.poverty.gap.at.$3.20..$.2011.PPP..poverty.line.due.to.out.of.pocket.health.care.expenditure....of.poverty.line.,Health,
Increase.in.poverty.gap.at.$3.20..$.2011.PPP..poverty.line.due.to.out.of.pocket.health.care.expenditure..USD.,Health,
International.migrant.stock....of.population.,Health,
"International.migrant.stock,.total",Health,
"Life.expectancy.at.birth,.female..years.",Health,
"Life.expectancy.at.birth,.male..years.",Health,
"Life.expectancy.at.birth,.total..years.",Health,
Lifetime.risk.of.maternal.death....,Health,
Lifetime.risk.of.maternal.death..1.in:.rate.varies.by.country.,Health,
Low.birthweight.babies....of.births.,Health,
"Maternal.mortality.ratio..modeled.estimate,.per.100,000.live.births.",Health,
"Maternal.mortality.ratio..national.estimate,.per.100,000.live.births.",Health,
"Mortality.caused.by.road.traffic.injury..per.100,000.population.",Health,
"Mortality.from.CVD,.cancer,.diabetes.or.CRD.between.exact.ages.30.and.70....",Health,
"Mortality.from.CVD,.cancer,.diabetes.or.CRD.between.exact.ages.30.and.70,.female....",Health,
"Mortality.from.CVD,.cancer,.diabetes.or.CRD.between.exact.ages.30.and.70,.male....",Health,
"Mortality.rate.attributed.to.household.and.ambient.air.pollution,.age.standardized..per.100,000.population.",Health,
"Mortality.rate.attributed.to.household.and.ambient.air.pollution,.age.standardized,.female..per.100,000.female.population.",Health,
"Mortality.rate.attributed.to.household.and.ambient.air.pollution,.age.standardized,.male..per.100,000.male.population.",Health,
"Mortality.rate.attributed.to.unintentional.poisoning..per.100,000.population.",Health,
"Mortality.rate.attributed.to.unintentional.poisoning,.female..per.100,000.female.population.",Health,
"Mortality.rate.attributed.to.unintentional.poisoning,.male..per.100,000.male.population.",Health,
"Mortality.rate.attributed.to.unsafe.water,.unsafe.sanitation.and.lack.of.hygiene..per.100,000.population.",Health,
"Mortality.rate,.adult,.female..per.1,000.female.adults.",Health,
"Mortality.rate,.adult,.male..per.1,000.male.adults.",Health,
"Mortality.rate,.infant..per.1,000.live.births.",Health,
"Mortality.rate,.infant,.female..per.1,000.live.births.",Health,
"Mortality.rate,.infant,.male..per.1,000.live.births.",Health,
"Mortality.rate,.neonatal..per.1,000.live.births.",Health,
"Mortality.rate,.under.5..per.1,000.live.births.",Health,
"Mortality.rate,.under.5,.female..per.1,000.live.births.",Health,
"Mortality.rate,.under.5,.male..per.1,000.live.births.",Health,
Net.migration,Health,
Newborns.protected.against.tetanus....,Health,
Number.of.infant.deaths,Health,
Number.of.maternal.deaths,Health,
Number.of.neonatal.deaths,Health,
Number.of.people.pushed.below.the.$1.90..$.2011.PPP..poverty.line.by.out.of.pocket.health.care.expenditure,Health,
Number.of.people.pushed.below.the.$3.20..$.2011.PPP..poverty.line.by.out.of.pocket.health.care.expenditure,Health,
Number.of.people.spending.more.than.10..of.household.consumption.or.income.on.out.of.pocket.health.care.expenditure,Health,
Number.of.people.spending.more.than.25..of.household.consumption.or.income.on.out.of.pocket.health.care.expenditure,Health,
"Number.of.surgical.procedures..per.100,000.population.",Health,
Number.of.under.five.deaths,Health,
"Nurses.and.midwives..per.1,000.people.",Health,
Out.of.pocket.expenditure....of.current.health.expenditure.,Health,
Out.of.pocket.expenditure.per.capita..current.US$.,Health,
"Out.of.pocket.expenditure.per.capita,.PPP..current.international.$.",Health,
People.practicing.open.defecation....of.population.,Health,
"People.practicing.open.defecation,.rural....of.rural.population.",Health,
"People.practicing.open.defecation,.urban....of.urban.population.",Health,
People.using.at.least.basic.drinking.water.services....of.population.,Health,
"People.using.at.least.basic.drinking.water.services,.rural....of.rural.population.",Health,
"People.using.at.least.basic.drinking.water.services,.urban....of.urban.population.",Health,
People.using.at.least.basic.sanitation.services....of.population.,Health,
"People.using.at.least.basic.sanitation.services,.rural....of.rural.population.",Health,
"People.using.at.least.basic.sanitation.services,.urban....of.urban.population.",Health,
People.using.safely.managed.drinking.water.services....of.population.,Health,
"People.using.safely.managed.drinking.water.services,.rural....of.rural.population.",Health,
"People.using.safely.managed.drinking.water.services,.urban....of.urban.population.",Health,
People.using.safely.managed.sanitation.services....of.population.,Health,
"People.using.safely.managed.sanitation.services,.rural....of.rural.population.",Health,
"People.using.safely.managed.sanitation.services,.urban....of.urban.population.",Health,
People.with.basic.handwashing.facilities.including.soap.and.water....of.population.,Health,
"People.with.basic.handwashing.facilities.including.soap.and.water,.rural....of.rural.population.",Health,
"People.with.basic.handwashing.facilities.including.soap.and.water,.urban....of.urban.population.",Health,
"Physicians..per.1,000.people.",Health,
Population.ages.0.14....of.total.population.,Health,
"Population.ages.0.14,.female",Health,
"Population.ages.0.14,.female....of.female.population.",Health,
"Population.ages.0.14,.male",Health,
"Population.ages.0.14,.male....of.male.population.",Health,
"Population.ages.0.14,.total",Health,
"Population.ages.00.04,.female....of.female.population.",Health,
"Population.ages.00.04,.male....of.male.population.",Health,
"Population.ages.05.09,.female....of.female.population.",Health,
"Population.ages.05.09,.male....of.male.population.",Health,
"Population.ages.10.14,.female....of.female.population.",Health,
"Population.ages.10.14,.male....of.male.population.",Health,
"Population.ages.15.19,.female....of.female.population.",Health,
"Population.ages.15.19,.male....of.male.population.",Health,
Population.ages.15.64....of.total.population.,Health,
"Population.ages.15.64,.female",Health,
"Population.ages.15.64,.female....of.female.population.",Health,
"Population.ages.15.64,.male",Health,
"Population.ages.15.64,.male....of.male.population.",Health,
"Population.ages.15.64,.total",Health,
"Population.ages.20.24,.female....of.female.population.",Health,
"Population.ages.20.24,.male....of.male.population.",Health,
"Population.ages.25.29,.female....of.female.population.",Health,
"Population.ages.25.29,.male....of.male.population.",Health,
"Population.ages.30.34,.female....of.female.population.",Health,
